Location,BHK,SquareFit,Balcony,Bathroom,Price
Karur,3,4611,0,1,209.66
Vellore,2,4389,0,3,191.69
Tirupathur,4,1921,1,3,54.72
Ramanathapuram,2,2623,1,2,66.97
Ariyalur,3,2956,0,2,68.7
Karur,5,4407,0,3,217.9
Dharmapuri,2,835,3,3,22.22
Tirupathur,4,1973,0,3,68.63
Krishnagiri,4,3921,1,3,108.68
Madurai,3,413,3,2,13.53
Mayiladuthurai,4,2755,0,5,145.46
Tiruvannamalai,4,905,0,5,55.12
Nilgiris,1,3851,2,1,87.57
Cuddalore,3,967,2,3,23.35
Sivaganga,2,1885,2,2,85.92
Dindigul,3,1125,1,3,67.01
Ariyalur,1,3716,0,2,150.01
Virudhunagar,1,3468,1,1,171.17
Kanchipuram,1,3337,1,2,144.77
Erode,1,2872,1,2,97.81
Kallakurichi,1,4276,3,2,92.51
Vellore,1,2258,0,2,138.68
Thanjavur,3,4296,3,1,290.16
Chennai,4,3531,2,4,73.1
Karur,3,3397,3,4,109.75
Mayiladuthurai,3,3570,3,3,112.26
Tirupathur,5,3246,0,6,76.26
Salem,5,4643,0,5,226.23
Chennai,1,694,2,2,32.34
Thoothukudi,5,4850,2,1,236.13
Chennai,1,4957,2,2,273.01
Karur,2,4250,0,3,107.88
Thanjavur,2,731,3,1,15.37
Kallakurichi,2,2718,1,1,119.45
Kanyakumari,3,585,0,3,12.29
Erode,4,1446,1,2,59.86
Tirunelveli,2,3928,1,3,122.46
Karur,3,3396,2,3,194.76
Tiruvallur,2,1639,1,1,93.46
Salem,2,3414,0,1,143.27
Karur,2,4528,2,2,316.57
Chennai,2,2570,1,3,145.14
Karur,3,3109,3,3,77.32
Perambalur,1,434,2,2,10.3
Theni,5,1349,2,4,52.46
Tiruvarur,4,3022,1,2,199.23
Nagapattinam,4,2903,2,5,87.91
Chengalpattu,2,3378,3,1,93.57
Theni,4,2280,0,5,142.7
Viluppuram,2,489,3,2,28.15
Thoothukudi,1,2740,2,2,131.44
Tiruvarur,4,2695,0,3,59.17
Krishnagiri,2,3347,2,3,84.93
Pudukkottai,3,2918,2,3,131.16
Tirupathur,3,3350,1,3,107.92
Tirupathur,5,979,0,6,47.48
Madurai,4,751,0,2,28.06
Mayiladuthurai,2,4109,1,1,87.46
Theni,3,1256,3,1,37.23
Pudukkottai,1,4130,3,1,82.98
Erode,4,1921,0,1,129.77
Nagapattinam,1,4713,1,2,315.51
Thoothukudi,5,782,0,4,19.61
Erode,3,4102,1,3,244.66
Theni,5,1817,1,2,102.04
Viluppuram,1,3402,0,2,88.83
Tiruvannamalai,3,3696,3,3,91.03
Tirunelveli,2,2464,3,1,140.42
Krishnagiri,5,3575,1,2,187.83
Tirunelveli,3,678,1,4,30.14
Kallakurichi,2,1962,1,2,132.56
Dharmapuri,3,2724,3,4,111.2
Tirupathur,2,4170,0,1,222.12
Mayiladuthurai,3,4498,2,3,164.05
Thanjavur,1,3011,1,2,197.46
Ranipet,1,3643,0,2,226.38
Kanchipuram,5,1824,2,2,80.22
Namakkal,3,748,1,2,46.14
Thoothukudi,4,3809,0,2,216
Karur,2,3131,0,2,130.9
Nagapattinam,2,1950,0,1,73.52
Cuddalore,4,862,3,5,38.21
Mayiladuthurai,1,1280,1,2,39.88
Tiruchirappalli,3,1608,2,3,51.5
Ariyalur,3,1704,1,2,117.7
Nagapattinam,2,3864,3,2,245.11
Ranipet,1,1649,0,2,110.76
Tenkasi,2,1964,1,2,119.93
Chengalpattu,5,1359,1,4,80.02
Nilgiris,3,1521,0,2,105.91
Salem,4,4211,2,5,263.84
Salem,5,3004,0,5,162.25
Chengalpattu,1,1487,0,2,99.28
Vellore,3,3907,1,1,243.24
Tirunelveli,3,2588,2,2,83.53
Cuddalore,4,1560,2,2,44.19
Tiruvannamalai,4,1957,0,5,71.31
Theni,5,4756,3,5,286.87
Vellore,1,1901,2,2,77.35
Perambalur,2,4466,1,2,156.41
Salem,5,732,2,6,37.19
Sivaganga,2,3856,0,2,110.8
Mayiladuthurai,4,2699,2,2,131.08
Ariyalur,4,2935,3,5,201.3
Chennai,5,3082,1,5,207.85
Dindigul,1,4901,3,2,172.26
Kanchipuram,2,4601,1,1,167.53
Tiruppur,3,2651,1,4,174.08
Nilgiris,1,1617,2,2,83.99
Thanjavur,4,2779,2,4,172.93
Dindigul,4,424,0,3,21.58
Erode,1,3608,1,1,73.95
Coimbatore,2,2200,2,2,149.86
Nagapattinam,2,2603,1,1,62.39
Tenkasi,1,975,2,2,40.63
Karur,5,4395,1,1,151.87
Chengalpattu,4,2626,0,2,72.25
Pudukkottai,4,2935,1,4,71.01
Theni,4,4533,0,5,141.39
Kanchipuram,1,4579,2,1,170.09
Virudhunagar,2,3285,2,3,99.53
Tiruvannamalai,2,4021,1,1,149.4
Sivaganga,5,4782,1,6,205.86
Salem,3,3472,2,2,186.03
Karur,1,4530,3,2,124.06
Madurai,5,3501,3,6,239.24
Perambalur,5,2560,1,1,169.34
Tiruvannamalai,4,3360,2,4,68.59
Coimbatore,3,3825,0,3,89.06
Kanchipuram,4,3096,1,4,200.16
Mayiladuthurai,4,4777,3,2,200.05
Nilgiris,2,2267,3,1,75.69
Nilgiris,3,3812,1,2,139.91
Tiruppur,4,2232,0,1,66.04
Tiruchirappalli,1,518,1,2,17.94
Tiruvannamalai,1,1786,0,2,36.54
Cuddalore,5,3490,0,3,230.31
Dharmapuri,1,4741,3,1,237.8
Kanchipuram,1,2066,3,2,86.77
Viluppuram,3,2586,2,1,120.48
Dindigul,2,997,0,1,56.98
Tiruchirappalli,3,2564,0,1,151.22
Madurai,5,3491,2,5,195.32
Virudhunagar,3,4244,1,2,238.73
Viluppuram,1,3238,2,1,100.6
Namakkal,2,3782,3,1,247.51
Salem,2,3419,2,2,75.21
Vellore,5,1197,3,4,48.39
Namakkal,3,4757,2,3,280.99
Tiruvannamalai,2,1690,2,1,89.78
Madurai,4,4512,3,1,188.61
Dharmapuri,4,2886,2,5,148.11
Dharmapuri,2,568,1,3,14.91
Nagapattinam,4,2314,0,5,152.77
Namakkal,4,3212,3,3,137.09
Kallakurichi,5,416,1,6,29.12
Perambalur,1,2673,2,2,108.54
Krishnagiri,2,4215,1,1,91.76
Tiruvarur,4,1339,3,5,47.87
Tiruchirappalli,3,2944,3,1,101.43
Perambalur,2,1346,2,3,54.02
Thanjavur,4,496,2,2,29.46
Mayiladuthurai,5,4303,0,3,280.27
Thanjavur,3,3841,3,1,246.17
Dindigul,2,4169,0,3,235.92
Nilgiris,5,1399,1,3,56.38
Vellore,2,517,0,3,36.18
Ranipet,4,2166,3,3,134.13
Tenkasi,3,3971,3,1,219.75
Theni,2,3832,2,3,159.2
Erode,1,1111,0,1,56.5
Karur,2,1328,3,1,76.32
Karur,4,4438,3,3,264.47
Tenkasi,5,3808,2,5,128.17
Dindigul,4,2341,2,3,133.42
Dharmapuri,1,1866,0,2,128.09
Sivaganga,4,1717,1,4,60.84
Namakkal,1,4510,3,1,121.72
Thanjavur,3,1394,0,4,91.42
Cuddalore,2,1805,2,3,63.71
Pudukkottai,5,3968,3,3,151.68
Vellore,3,3676,0,1,226.85
Cuddalore,1,504,0,1,29.01
Theni,1,1790,2,2,111.03
Salem,1,1143,1,1,71.01
Thanjavur,1,1712,2,2,94.25
Dharmapuri,3,660,3,2,15.58
Madurai,2,729,2,2,18.33
Kanchipuram,3,2367,3,4,150.71
Cuddalore,2,3463,2,1,213.19
Tiruppur,4,2195,1,2,125.17
Theni,5,3601,0,1,250.54
Thanjavur,4,2367,1,5,95.1
Salem,2,2469,0,2,50.32
Theni,1,3066,1,1,192.62
Coimbatore,5,4175,3,3,233.38
Karur,2,4423,2,3,154.05
Ariyalur,5,1153,1,2,41.1
Ramanathapuram,4,1641,2,4,83.93
Tiruppur,3,3331,1,2,113.54
Dindigul,5,1481,1,3,95.85
Chengalpattu,4,4760,0,2,269.74
Dindigul,2,4911,2,1,222.28
Ranipet,2,4847,0,3,257.5
Chengalpattu,4,1132,3,1,25.34
Thanjavur,4,2404,2,2,119.11
Tirunelveli,1,4362,0,2,233.86
Tiruvannamalai,1,4098,1,1,214.82
Virudhunagar,5,3040,0,5,117.97
Ariyalur,5,3007,2,5,69.73
Thoothukudi,3,2485,0,1,92.37
Mayiladuthurai,5,4366,1,4,134.11
Coimbatore,5,3473,3,2,88.58
Ariyalur,2,2310,3,2,92.86
Tirunelveli,2,442,2,2,30.77
Dharmapuri,2,3500,1,3,217.24
Tiruppur,3,4078,1,3,138.43
Viluppuram,4,461,2,3,27.26
Tirupathur,5,4769,0,6,296.44
Madurai,1,2770,2,1,181.69
Dharmapuri,4,4362,0,3,260.17
Mayiladuthurai,2,2429,0,3,117.38
Tiruvannamalai,4,3262,2,5,90.65
Perambalur,4,4526,3,5,281.2
Mayiladuthurai,3,894,2,4,20.77
Ranipet,3,1250,2,1,46.04
Karur,1,2770,1,1,163.09
Virudhunagar,5,1082,0,1,39.82
Nagapattinam,5,4940,3,2,320.31
Virudhunagar,4,509,2,1,29.27
Chennai,1,1030,3,1,55.2
Theni,2,3019,2,3,132.34
Vellore,1,3041,2,1,200.02
Erode,4,2160,0,1,116.7
Pudukkottai,1,2330,0,2,101.47
Ranipet,3,3995,3,3,90.21
Ramanathapuram,3,4712,3,4,231.31
Vellore,4,4314,1,1,91.71
Madurai,2,4475,1,2,117.44
Sivaganga,3,2874,2,4,182.92
Tenkasi,5,659,1,5,19.73
Mayiladuthurai,1,1513,2,2,53.68
Erode,4,895,1,3,54.64
Dharmapuri,4,3854,3,4,258.35
Namakkal,3,663,1,2,23.92
Tenkasi,3,2342,1,1,113.68
Viluppuram,5,4463,2,2,158.89
Tiruppur,2,2845,2,2,134.9
Coimbatore,5,4053,1,6,215.98
Coimbatore,5,4332,2,1,178.62
Tiruchirappalli,2,1173,2,2,43.88
Pudukkottai,1,2195,2,1,82.22
Ranipet,1,1382,2,1,95.24
Kallakurichi,4,1222,2,4,37.08
Tenkasi,2,3127,1,2,120.84
Mayiladuthurai,3,3768,2,3,244.42
Viluppuram,1,4030,3,1,252.77
Tiruvallur,4,3283,0,1,100.52
Madurai,5,1427,3,3,59.79
Vellore,4,3796,3,3,255.03
Ranipet,5,3996,1,2,97.79
Kanyakumari,1,431,3,2,10.68
Sivaganga,4,1188,2,2,66.42
Tiruppur,2,1093,3,2,39.77
Madurai,1,4121,2,2,222.86
Virudhunagar,1,2769,0,1,111.12
Ariyalur,3,842,1,4,42.84
Madurai,2,2835,1,3,170.82
Krishnagiri,1,2478,3,2,73.51
Nagapattinam,5,1843,1,6,57.37
Krishnagiri,5,4336,2,5,144.48
Virudhunagar,4,577,3,4,35.39
Nilgiris,1,2189,3,1,49.08
Madurai,4,3441,2,5,113.41
Ranipet,1,1719,2,1,120.07
Dharmapuri,3,3921,3,4,139.5
Tiruchirappalli,1,3676,2,2,227.43
Kanchipuram,1,4877,1,1,124.58
Thoothukudi,2,2722,1,1,158.42
Theni,4,3482,1,2,163.82
Kanchipuram,4,4198,0,4,95.51
Mayiladuthurai,3,1299,0,1,64.84
Chennai,5,570,3,3,15.43
Tirupathur,5,522,3,2,33.78
Mayiladuthurai,2,1108,2,3,34.83
Sivaganga,2,495,1,1,26.13
Perambalur,5,624,2,6,33.99
Pudukkottai,5,2512,2,1,64.68
Virudhunagar,2,4025,3,3,109.08
Coimbatore,1,1094,2,2,74.64
Chennai,2,1126,0,1,70.79
Ranipet,3,3508,3,3,236.76
Tenkasi,2,1867,0,1,115.41
Vellore,2,3349,1,1,96.4
Kanyakumari,4,2905,3,4,113.49
Coimbatore,5,1157,2,3,38.3
Tiruvannamalai,1,4954,1,1,288.4
Ranipet,4,4307,0,4,255.66
Chengalpattu,3,1600,3,3,53.84
Thanjavur,5,784,2,1,37.35
Dindigul,1,4063,0,2,126.13
Madurai,4,2635,3,3,155.5
Pudukkottai,5,3323,3,4,78.52
Dindigul,5,3397,0,6,79.24
Namakkal,4,638,2,4,28.44
Tirunelveli,4,783,1,5,33.51
Kanchipuram,2,1430,3,3,36.89
Ranipet,5,3871,1,4,229.71
Tiruvallur,2,1307,0,1,63.88
Erode,3,1988,1,1,67.49
Perambalur,3,4254,2,2,115.04
Vellore,1,2952,3,2,184.71
Ariyalur,2,3789,1,3,171.46
Thanjavur,5,1686,0,6,88.06
Kallakurichi,3,558,2,1,25.78
Cuddalore,4,2918,2,5,115.58
Vellore,2,3971,2,2,118.34
Vellore,5,954,1,1,29.87
Vellore,1,4471,2,1,291.79
Ramanathapuram,2,4679,0,3,170.82
Ariyalur,2,2421,2,2,124.27
Namakkal,5,1886,1,3,71.37
Ariyalur,1,3592,2,2,86.46
Madurai,3,4542,3,1,265.09
Thoothukudi,4,3482,2,2,85.17
Tiruvallur,4,2203,2,5,59.02
Tiruvarur,5,3834,3,1,154.03
Krishnagiri,1,3754,1,1,88.76
Dharmapuri,1,3513,1,1,210.4
Tiruvallur,1,2386,1,1,81.81
Tiruvannamalai,2,2567,2,2,173.92
Vellore,1,2785,3,2,174.85
Thanjavur,3,440,1,1,22.5
Perambalur,1,3489,0,2,170.44
Virudhunagar,1,4395,3,1,201.46
Dharmapuri,2,3590,3,2,118.13
Dharmapuri,3,1427,0,3,49.45
Kanyakumari,2,1299,2,2,76.05
Coimbatore,2,1867,0,3,128.14
Tiruvarur,4,2637,0,3,95.69
Viluppuram,3,2599,0,3,60.13
Ariyalur,4,3057,3,2,116.88
Tirunelveli,3,1230,2,3,32.52
Vellore,4,2158,0,1,108.04
Ramanathapuram,2,1970,3,3,53.59
Namakkal,5,1966,2,1,121.03
Krishnagiri,5,3108,2,5,111.15
Erode,5,2257,0,5,119.99
Kanyakumari,2,678,2,1,33.25
Karur,3,4556,1,1,158.6
Karur,2,757,1,1,51.3
Thanjavur,2,2094,0,1,48.24
Madurai,3,1834,2,2,82.02
Coimbatore,1,2685,3,2,143.46
Karur,1,3989,2,2,236.92
Nilgiris,3,2435,3,3,114.27
Tenkasi,1,1943,0,1,120.67
Karur,3,3515,1,4,238.23
Ramanathapuram,5,3945,0,4,213.29
Chengalpattu,5,1272,0,6,71.41
Tirunelveli,1,843,3,2,33.47
Madurai,2,3355,3,3,224.31
Theni,4,4335,3,1,97.69
Salem,2,2923,2,1,84.7
Pudukkottai,4,2073,3,1,73.05
Pudukkottai,1,1637,3,1,53.62
Thoothukudi,3,1129,0,3,74.87
Kanyakumari,5,4600,1,4,185.42
Chengalpattu,5,1121,2,2,68.47
Tirunelveli,1,2725,3,1,66.26
Dharmapuri,2,971,2,3,34.83
Thoothukudi,2,4481,3,2,185.82
Nilgiris,5,1361,2,3,69.98
Cuddalore,1,2601,1,1,108.76
Virudhunagar,4,4110,2,3,239.84
Kallakurichi,4,4572,2,3,288.83
Theni,2,1757,3,3,71.73
Chennai,2,3261,0,1,180.99
Madurai,3,3700,3,3,202.69
Karur,1,4979,0,2,148.75
Ramanathapuram,1,1376,1,1,92
Karur,2,3671,1,3,157.16
Nagapattinam,5,950,3,3,51.21
Sivaganga,3,3697,1,4,195.16
Namakkal,5,4384,2,3,115.49
Karur,1,3873,0,1,136.66
Dharmapuri,5,2369,3,1,49.32
Ranipet,2,3525,3,1,82.36
Ranipet,3,4932,1,2,302.84
Theni,4,3035,3,3,101.65
Salem,4,678,2,1,24.28
Thanjavur,3,2865,3,2,60.19
Thanjavur,3,5000,0,3,349.13
Namakkal,5,646,2,1,16.85
Vellore,1,2344,1,1,50.41
Tiruvarur,3,2636,3,4,111.62
Krishnagiri,2,4196,1,1,190.09
Mayiladuthurai,3,1676,1,2,107.77
Tiruvannamalai,3,4726,2,2,306.46
Theni,5,857,3,2,26.17
Dindigul,1,4423,3,2,303.75
Tiruvannamalai,2,3119,0,3,109.27
Madurai,1,4731,0,2,111
Ranipet,2,3739,1,1,240.34
Kallakurichi,3,3191,0,2,101.47
Chennai,5,569,0,1,12.57
Erode,4,2027,3,3,54.56
Ranipet,4,1334,2,1,57.44
Thoothukudi,3,958,0,2,33.05
Kanyakumari,5,1561,1,6,75.3
Vellore,5,3717,3,3,102.47
Ranipet,5,4644,2,4,99.92
Tirupathur,4,2397,1,1,69.19
Tiruvannamalai,1,2635,1,1,81.15
Theni,5,2907,0,6,108.74
Virudhunagar,3,4056,3,4,133.95
Sivaganga,3,3024,3,2,169.53
Dharmapuri,5,3472,2,6,141.28
Nagapattinam,4,3973,3,1,194.04
Salem,3,1274,2,4,71.34
Tiruvallur,4,3925,2,4,92.02
Erode,5,757,3,5,41.66
Nilgiris,3,4582,3,3,149.02
Tenkasi,3,3732,3,1,253.69
Tirupathur,2,4242,3,2,144.78
Ranipet,1,3441,2,1,150.43
Kanyakumari,5,2197,3,5,124.11
Sivaganga,5,3417,2,1,208.86
Nilgiris,1,3707,1,2,184.87
Dindigul,5,670,2,3,41.03
Perambalur,1,467,2,1,19.36
Ariyalur,5,3441,2,5,226.8
Mayiladuthurai,2,2794,1,2,170.2
Kanyakumari,3,2578,1,2,71.37
Tirupathur,2,814,0,3,31.15
Viluppuram,1,3782,2,1,101.18
Cuddalore,3,2730,1,4,96.68
Viluppuram,3,4285,1,3,197.18
Dindigul,2,3705,3,2,158.3
Coimbatore,3,2490,2,1,64.11
Chengalpattu,2,2630,0,1,55.8
Virudhunagar,1,2186,3,2,125.74
Coimbatore,5,2451,3,1,144.9
Nilgiris,3,3952,2,3,155.87
Thoothukudi,2,1665,3,3,48.12
Chengalpattu,5,2853,1,2,81.89
Namakkal,5,2494,3,2,155.06
Salem,5,3162,1,2,163.14
Erode,5,2894,1,2,169.36
Karur,5,1095,1,4,60.02
Nagapattinam,2,3863,0,3,97.68
Ramanathapuram,3,3574,3,1,209.25
Nagapattinam,5,4790,1,1,335.06
Thanjavur,4,3195,2,3,220.2
Dharmapuri,4,3311,3,1,189.72
Tirunelveli,4,1956,2,1,131.57
Nagapattinam,3,899,3,2,48.84
Tiruvarur,3,2788,0,1,151.57
Thanjavur,4,561,1,4,26.55
Sivaganga,4,1318,0,5,67.72
Tirunelveli,2,4085,0,1,199.83
Erode,3,4857,1,1,163.61
Ranipet,2,2208,0,1,84.85
Kallakurichi,5,4719,1,6,164.48
Ramanathapuram,1,444,3,2,10.85
Theni,3,4113,1,2,129.68
Karur,5,873,0,2,51.86
Tiruchirappalli,2,1930,0,2,106.13
Chennai,4,860,2,4,34.39
Tiruvallur,4,608,2,5,12.8
Nilgiris,5,1813,3,5,63.35
Madurai,3,1374,0,1,87.29
Tiruvallur,4,3490,2,1,71.95
Dindigul,1,2323,2,2,52.43
Mayiladuthurai,1,4510,0,1,186.84
Chennai,5,4327,0,3,187.73
Kallakurichi,2,643,1,2,32.48
Thoothukudi,2,3758,2,2,147.81
Tirupathur,5,4588,1,5,285.9
Virudhunagar,4,3027,3,3,197.52
Theni,4,4809,3,4,97.3
Vellore,3,3011,0,2,124.44
Tenkasi,1,3519,1,2,228.19
Nilgiris,2,1033,0,3,34.55
Tirunelveli,4,2699,1,4,64.9
Nagapattinam,3,3937,3,3,94.02
Ranipet,5,4246,3,2,103.71
Kanyakumari,4,3725,2,2,180.81
Tiruvallur,1,2521,2,2,164.39
Salem,1,4035,1,2,174.46
Pudukkottai,3,3317,2,1,231.22
Pudukkottai,1,4762,0,1,275.6
Nilgiris,2,2870,0,2,142.88
Erode,2,3689,3,1,193.77
Kanchipuram,4,3534,0,3,148.12
Chennai,1,1759,0,1,63.11
Erode,5,2969,0,6,156.86
Chennai,4,2181,0,1,95.91
Krishnagiri,5,998,0,6,37.59
Madurai,5,3138,2,3,97.25
Cuddalore,1,2457,0,2,57.05
Tiruvallur,3,1867,0,2,101.79
Pudukkottai,5,624,1,6,39.73
Karur,5,2324,0,3,90.05
Krishnagiri,3,4433,1,1,201.97
Thanjavur,2,2644,3,1,171.34
Mayiladuthurai,5,4915,0,6,228.18
Tiruvallur,1,4387,1,2,288.01
Tiruvannamalai,2,3676,1,1,179.61
Pudukkottai,3,4549,2,2,167.52
Theni,3,4446,3,4,104.43
Viluppuram,1,1361,1,1,75.58
Vellore,4,4687,1,5,159.32
Mayiladuthurai,2,2181,0,3,146.58
Erode,1,3330,2,2,167.25
Karur,4,1652,3,2,59.68
Pudukkottai,4,2728,3,1,152.58
Thanjavur,5,3047,0,3,99.47
Nagapattinam,1,2985,2,1,150.73
Salem,4,2653,3,4,139.53
Krishnagiri,4,2673,1,2,113.66
Virudhunagar,1,3917,0,2,248.28
Ramanathapuram,5,3443,2,1,99.29
Tenkasi,4,1069,3,2,58.64
Ramanathapuram,2,4387,3,2,224.13
Theni,5,2444,2,2,110.38
Nagapattinam,1,1489,3,2,70.46
Chengalpattu,3,1476,3,1,67.37
Thoothukudi,5,2925,3,3,193.2
Tenkasi,3,3675,1,2,172.31
Namakkal,2,4311,0,1,281.83
Vellore,1,2412,0,1,98.5
Dindigul,2,3744,2,1,251.37
Perambalur,2,410,0,1,26
Vellore,2,1546,0,1,80.86
Kallakurichi,2,2380,2,3,101.23
Tirupathur,3,1840,2,3,119.42
Namakkal,1,4962,0,2,258.23
Karur,3,3093,1,2,62.78
Coimbatore,5,717,3,6,14.56
Virudhunagar,5,515,3,5,25.11
Ariyalur,1,3289,0,1,113.39
Dindigul,4,1240,0,5,34.91
Sivaganga,2,2144,1,3,66.17
Tiruvarur,2,1367,0,2,87.77
Sivaganga,3,2013,2,3,51.28
Theni,5,1408,3,4,88.46
Krishnagiri,3,3765,2,3,245.02
Kanchipuram,4,1474,1,3,64.49
Erode,3,3509,3,3,135.46
Tiruppur,3,4940,2,3,156.66
Chengalpattu,1,4190,1,2,173.65
Tirupathur,4,1372,1,2,35.26
Cuddalore,1,2802,1,1,151.61
Thanjavur,3,990,0,4,54.28
Vellore,2,3605,3,1,210.2
Thanjavur,3,1415,2,1,89.61
Virudhunagar,4,414,0,4,23.64
Ramanathapuram,1,489,0,1,18.95
Pudukkottai,2,4628,2,3,150.33
Tiruchirappalli,2,4932,3,2,330.55
Thoothukudi,4,4245,2,1,245.3
Tiruvallur,1,1369,1,2,64.35
Pudukkottai,1,4003,2,1,153.2
Kanyakumari,2,3176,2,3,134.3
Ranipet,3,1328,2,3,57.75
Pudukkottai,5,723,1,2,31.28
Ramanathapuram,4,4540,3,2,246.91
Tirupathur,3,4910,1,3,189.82
Mayiladuthurai,3,4635,3,2,109.02
Krishnagiri,3,3787,1,1,183.77
Pudukkottai,1,614,3,1,32.93
Erode,2,745,1,1,35.7
Kanyakumari,1,3811,3,1,179.29
Coimbatore,4,3852,0,4,197.15
Mayiladuthurai,5,3548,2,5,111.89
Pudukkottai,2,1464,2,2,83.64
Ariyalur,2,3191,2,2,71.73
Tiruvarur,3,4990,1,1,188.37
Tenkasi,4,763,3,4,40.02
Karur,4,610,0,5,16.39
Thanjavur,3,3976,0,3,269.92
Tenkasi,4,4837,0,1,164.63
Tiruvarur,4,1758,0,3,115.77
Thoothukudi,5,3492,2,3,176.51
Mayiladuthurai,3,998,1,3,59.36
Viluppuram,3,2630,2,4,164.89
Kallakurichi,5,2421,0,1,112
Sivaganga,4,1075,2,3,48.11
Thoothukudi,3,761,2,1,35.72
Tiruchirappalli,1,1865,1,1,116.72
Coimbatore,2,4112,0,3,178
Madurai,5,2425,3,2,59.35
Tenkasi,2,1645,2,3,95.93
Tiruvallur,5,1894,3,6,42.26
Krishnagiri,4,1094,0,4,57.6
Tiruppur,3,2387,1,4,88.9
Thanjavur,3,2951,0,3,64.07
Krishnagiri,2,4708,1,1,144.09
Coimbatore,3,3847,1,3,180.13
Nilgiris,3,1047,3,1,70.93
Thanjavur,1,767,3,1,37.09
Dharmapuri,5,4927,0,5,260.51
Tiruppur,2,3283,0,1,114.21
Kanchipuram,2,4772,1,3,178.23
Chennai,2,669,0,1,22
Erode,4,4033,2,4,265.59
Krishnagiri,1,2703,1,1,100.2
Tiruppur,3,467,0,3,25.08
Krishnagiri,5,3437,1,2,174.98
Krishnagiri,2,2261,0,2,91.04
Tiruvallur,2,4396,3,3,114.4
Tenkasi,3,4927,0,4,157.16
Virudhunagar,5,3316,2,2,109.04
Kanchipuram,2,3873,3,3,117.57
Chennai,1,2943,0,2,59.72
Kallakurichi,1,2183,2,2,131.11
Sivaganga,4,4403,3,4,305.69
Tirupathur,5,3631,1,5,96.59
Tiruvannamalai,5,1709,1,3,94.71
Chengalpattu,1,2518,1,2,112.18
Ariyalur,4,3929,3,3,222.71
Chennai,1,1157,3,1,69.01
Viluppuram,5,3317,2,5,196.54
Namakkal,1,418,3,2,16.09
Chennai,1,2337,3,2,99.87
Tiruvannamalai,1,3767,1,2,192.07
Dindigul,2,4194,2,1,144.69
Cuddalore,1,3486,0,1,143.68
Ranipet,4,2923,1,5,171.31
Madurai,3,832,3,3,51.74
Kanchipuram,1,2187,2,1,54.34
Tirunelveli,4,3567,1,5,230.45
Cuddalore,1,663,0,1,16.22
Pudukkottai,5,4705,3,1,282.19
Tirupathur,2,1044,1,3,33.98
Tiruvannamalai,3,4343,1,1,193.81
Salem,1,3086,1,2,77.98
Dharmapuri,2,1426,2,1,99.73
Kallakurichi,4,4921,0,1,124.58
Chennai,1,3288,2,2,221.03
Viluppuram,4,3178,0,1,91.58
Perambalur,2,4368,1,3,208.63
Sivaganga,4,3846,1,1,206.14
Kallakurichi,3,1057,0,2,30.98
Tiruchirappalli,3,2583,1,2,160.08
Tenkasi,2,3508,1,3,133.22
Chennai,5,2769,1,6,57.47
Chennai,5,3644,1,5,97.68
Thanjavur,4,4407,3,3,270.81
Kanyakumari,1,3319,3,2,148.51
Tiruvarur,1,4007,0,2,263.79
Tiruchirappalli,1,1075,2,1,32.91
Tiruchirappalli,4,4609,0,5,267.65
Vellore,1,4366,2,2,167.76
Mayiladuthurai,2,1517,0,1,79.6
Namakkal,1,847,1,2,44.84
Pudukkottai,2,4624,0,2,262.31
Namakkal,2,816,0,1,56.45
Pudukkottai,2,4176,0,2,148.87
Tirupathur,3,3588,0,4,173.63
Tiruppur,5,3130,2,4,133.99
Dharmapuri,5,3001,0,1,176.76
Kanyakumari,2,2567,0,3,80.88
Erode,1,3865,3,2,252.07
Tirunelveli,4,4863,3,2,248.38
Kanchipuram,1,3270,2,1,213.38
Tirupathur,2,1520,0,1,64.77
Vellore,5,4083,0,4,145.48
Krishnagiri,1,3281,2,2,84.41
Nilgiris,3,3248,3,1,223.45
Vellore,1,895,3,2,50.29
Coimbatore,3,2742,0,4,93.52
Chennai,4,1258,3,3,81.01
Karur,4,3424,2,1,173.95
Sivaganga,3,2771,1,3,175.48
Thoothukudi,1,3513,1,1,187.62
Tiruvallur,1,2508,1,1,170.8
Erode,4,922,3,5,28.89
Kallakurichi,3,418,1,1,15.05
Coimbatore,1,3979,2,1,138.52
Salem,1,1619,3,1,52.76
Madurai,1,796,2,2,52.59
Cuddalore,4,1043,2,3,21.94
Salem,1,3695,3,2,101.47
Kallakurichi,5,4886,1,1,211.97
Dharmapuri,1,1459,3,1,69.14
Tiruppur,1,2741,2,2,135.31
Kanyakumari,4,1529,3,4,43.72
Dharmapuri,4,4551,1,4,173.33
Theni,4,792,2,2,36.66
Tiruvallur,1,687,2,2,36.15
Ranipet,2,4900,3,1,285.49
Sivaganga,3,603,3,1,21.44
Vellore,4,2811,1,3,160.11
Tirunelveli,3,969,1,2,43.94
Tiruchirappalli,5,4020,3,5,158.02
Theni,2,4261,3,3,171.73
Nagapattinam,1,1204,2,1,80.52
Kanchipuram,5,3540,1,1,194.84
Ariyalur,3,1713,0,3,37.33
Karur,2,3030,0,2,96.88
Tiruvannamalai,1,4014,1,2,205.01
Vellore,3,4413,2,4,112.93
Vellore,2,2143,2,2,125.79
Ariyalur,4,2881,2,2,95.38
Vellore,5,3637,0,3,220.11
Ariyalur,2,779,1,1,28.24
